Timestamp,Angulo Canela (S1),Angulo Pe (S2),Dorsiflexao,Peso (kg)
2025-11-18 13:34:14.654320,24.40224196430014,13.223554339352162,0.0012154299230520138,5.451487333621117
2025-11-18 13:34:14.713098,25.36165587143187,14.286488890783874,0.10473607422303033,5.4655664053498185
2025-11-18 13:34:14.767741,26.158366744265447,15.159675556631175,0.18121186723675642,5.481245052631493
2025-11-18 13:34:14.816928,26.025586022964916,15.101564943819445,0.2558819757255577,5.492688015956446
2025-11-18 13:34:14.873661,25.515907313531184,14.332848454597613,-0.0031558040625423445,5.501039591656081
2025-11-18 13:34:14.924107,25.374204925800452,14.30171628563695,0.10741441470752555,5.507134937301089
2025-11-18 13:34:14.980511,26.220424046736913,15.148451053524525,0.1079300616586405,5.514285149576608
2025-11-18 13:34:15.034503,26.015024908840438,14.899499053444043,0.06437719947463272,5.52220524970835
2025-11-18 13:34:15.101172,25.861717273798963,14.822631501101448,0.1408172821735132,5.527985685590465
2025-11-18 13:34:15.142458,26.214927355860848,15.14357142914994,0.10854712816012047,5.537607625048622
2025-11-18 13:34:15.194212,26.360741363845182,15.141626227259824,-0.03921208171433044,5.547331699910501
2025-11-18 13:34:15.265583,26.338457433336714,15.107454588540536,-0.05109978992514996,5.554428755543995
2025-11-18 13:34:15.308860,26.292863031032034,14.971957183923433,-0.14100279223757362,5.559608497513182
2025-11-18 13:34:15.356394,26.6464843593897,15.394179106262447,-0.07240219825622418,5.5633889000127965
2025-11-18 13:34:15.428920,27.22939071461885,16.043954753772933,-0.005532905974890312,5.566148003294074
2025-11-18 13:34:15.464677,27.703057240310667,16.403623078276922,-0.11953110716271631,5.568161717685143
2025-11-18 13:34:15.523838,27.703883788518436,16.407465630843,-0.11651510280440824,5.569631414624382
2025-11-18 13:34:15.573402,27.17059842402863,15.856719832252754,-0.1339755369048472,5.573405625924352
2025-11-18 13:34:15.630563,26.303907727895478,14.731542054196993,-0.3924626188274569,5.5761602105958445
2025-11-18 13:34:15.683739,25.57702403938848,13.86861084237078,-0.528510142146672,5.580872189226284
2025-11-18 13:34:15.733905,25.852929346561094,14.44807871759488,-0.22494757409518584,5.587012759679055
2025-11-18 13:34:15.788896,27.312356197607027,15.882651086253956,-0.2498020564820429,5.591494416878049
2025-11-18 13:34:15.843555,28.60907340118679,17.407740423941895,-0.021429922373867427,5.5947653265466215
2025-11-18 13:34:15.896608,28.523164371119325,17.421927951449867,0.07866663520156969,5.597152579648537
2025-11-18 13:34:15.960670,27.786990419089445,16.593966594184238,-0.01312077003417933,5.5988949014954414
2025-11-18 13:34:16.009682,26.769772228669005,15.852800158306966,0.2629309845089889,5.6055696485109365
2025-11-18 13:34:16.063701,26.662054442098963,15.641615163881022,0.1594637766530873,5.610441171156708
2025-11-18 13:34:16.145299,27.426257540744498,17.621435066168416,1.3750805802949468,5.616698183817789
2025-11-18 13:34:16.166819,29.268206684173396,19.729337930447855,1.6410343011454867,5.621264825640537
2025-11-18 13:34:16.221939,30.446983640605914,21.841551833809504,2.5744712480746177,5.630000885044865
2025-11-18 13:34:16.276818,31.358485654628645,24.734506568849106,4.55592396909149,5.63907840585307
2025-11-18 13:34:16.327593,31.401783612435686,27.2251280114558,7.003247453891143,5.645703578025859
2025-11-18 13:34:16.383449,31.191649435657567,27.931957536809243,7.920211156022704,5.672151415730696
2025-11-18 13:34:16.490774,32.143402364936144,30.13959322591021,9.176093915845096,5.691454205789341
2025-11-18 13:34:16.502329,34.07067223004968,31.98035777684355,9.089588601664898,5.778484404412666
2025-11-18 13:34:16.548672,36.403295789202204,35.9620697966403,10.738677062309124,5.963573149600052
2025-11-18 13:34:16.598974,39.37982224770562,40.35732036389128,12.157401171056692,6.09865902052843
2025-11-18 13:34:16.656502,42.02319147852819,43.997357345419196,13.154068921762034,6.345836520817102
2025-11-18 13:34:16.706305,44.228194120311414,47.04710052823783,13.99880946279744,6.526237483969453
2025-11-18 13:34:16.761853,45.668784698127126,50.20138512956967,15.712503486313574,6.825398857658001
2025-11-18 13:34:16.879794,46.988881289882364,52.51295834608119,16.703980111069853,7.195027406540248
2025-11-18 13:34:16.973005,48.615856639700894,55.01518887307346,17.579235288243595,7.5836672400819225
2025-11-18 13:34:16.987982,48.77028764689705,55.80772008847868,18.217335496452655,7.867313608410768
2025-11-18 13:34:17.032826,48.804208559788286,56.54048076159242,18.91617525667516,8.171587384633312
2025-11-18 13:34:17.083315,44.524447003150975,54.068972420448155,20.724428472168206,8.490915946375026
2025-11-18 13:34:17.139332,46.160675105235434,53.187656529943034,18.206884479578626,8.72397591353365
2025-11-18 13:34:17.194330,45.22436001911169,50.834997672642864,16.790540708402197,8.991329519099963
2025-11-18 13:34:17.247673,41.18068268086056,45.19869791228653,15.197918286296998,9.186455887356715
2025-11-18 13:34:17.300801,41.97777632372351,40.07578737681198,9.277914107959498,9.420720767164312
2025-11-18 13:34:17.353962,38.34678076233793,35.087032751726916,7.9201550442600155,9.664639711674681
2025-11-18 13:34:17.407093,38.28992026122659,31.648917277721345,4.5389000713657826,9.84266243813181
2025-11-18 13:34:17.460993,37.6346219508672,26.555252148715145,0.10053325271897329,10.015816213081052
2025-11-18 13:34:17.517244,34.33457369551057,21.751312395025117,-1.4033582456144256,10.14219142012007
2025-11-18 13:34:17.575372,33.6213248414269,18.194642185941618,-4.246779600614252,10.242530266306858
2025-11-18 13:34:17.630213,33.25693928227456,15.547233859214028,-6.529802368189502,10.313060387785299
2025-11-18 13:34:17.677223,31.81818512214727,12.884350138109792,-7.75393192916645,10.364536358822079
2025-11-18 13:34:17.731346,30.685308998009244,9.887699898553558,-9.617706044584656,10.399404214402239
2025-11-18 13:34:17.792048,29.40491136514655,7.2164763498367055,-11.008531960438814,10.416747615847271
2025-11-18 13:34:17.838880,28.503110532518694,4.728055149364559,-12.595152328283104,10.429405589657108
2025-11-18 13:34:17.909485,28.076937176711922,3.373348271885355,-13.52368584995554,10.408926749905731
2025-11-18 13:34:17.948496,27.615024600275923,2.094004780676668,-14.341116764728225,10.39398039592561
2025-11-18 13:34:18.001117,27.627493451797083,1.9409668684937498,-14.506623528432305,10.29662190451927
2025-11-18 13:34:18.058129,29.5662744504001,4.479284214247291,-13.907087181281783,10.085084184171137
2025-11-18 13:34:18.112577,29.180504361778343,4.4503325925832655,-13.55026871432405,9.930694693019177
2025-11-18 13:34:18.162774,30.02548293487762,5.646632036209004,-13.198947843797589,9.655920754827093
2025-11-18 13:34:18.218805,31.22166402213615,8.384801031275774,-11.656959935989347,9.455378702898088
2025-11-18 13:34:18.271712,35.38080637043582,13.449939335315026,-10.750963980249766,9.136114356440885
2025-11-18 13:34:18.325830,33.71479731197033,18.235632674820653,-4.299261582278648,8.765321588354709
2025-11-18 13:34:18.396019,34.58563288319249,22.55595468511431,-0.8497751432071521,8.494700789884519
2025-11-18 13:34:18.456469,35.72687899330435,27.719631069986555,3.1726551315532365,8.23235239033238
